name,port,protocol
aztec,3512,UDP
arcpd,3513,TCP
arcpd,3513,UDP
must-p2p,3514,TCP
must-p2p,3514,UDP
must-backplane,3515,TCP
must-backplane,3515,UDP
smartcard-port,3516,TCP
smartcard-port,3516,UDP
802-11-iapp,3517,TCP
802-11-iapp,3517,UDP
artifact-msg,3518,TCP
artifact-msg,3518,UDP
nvmsgd,3519,TCP
galileo,3519,UDP
galileolog,3520,TCP
galileolog,3520,UDP
mc3ss,3521,TCP
mc3ss,3521,UDP
nssocketport,3522,TCP
nssocketport,3522,UDP
odeumservlink,3523,TCP
odeumservlink,3523,UDP
ecmport,3524,TCP
ecmport,3524,UDP
eisport,3525,TCP
eisport,3525,UDP
starquiz-port,3526,TCP
starquiz-port,3526,UDP
beserver-msg-q,3527,TCP
beserver-msg-q,3527,UDP
jboss-iiop,3528,TCP
jboss-iiop,3528,UDP
jboss-iiop-ssl,3529,TCP
jboss-iiop-ssl,3529,UDP
gf,3530,TCP
gf,3530,UDP
joltid,3531,TCP
joltid,3531,UDP
raven-rmp,3532,TCP
raven-rmp,3532,UDP
raven-rdp,3533,TCP
raven-rdp,3533,UDP
urld-port,3534,TCP
urld-port,3534,UDP
ms-la,3535,TCP
ms-la,3535,UDP
snac,3536,TCP
snac,3536,UDP
ni-visa-remote,3537,TCP
ni-visa-remote,3537,UDP
ibm-diradm,3538,TCP
ibm-diradm,3538,UDP
ibm-diradm-ssl,3539,TCP
ibm-diradm-ssl,3539,UDP
pnrp-port,3540,TCP
pnrp-port,3540,UDP
voispeed-port,3541,TCP
voispeed-port,3541,UDP
hacl-monitor,3542,TCP
hacl-monitor,3542,UDP
qftest-lookup,3543,TCP
qftest-lookup,3543,UDP
teredo,3544,TCP
teredo,3544,UDP
camac,3545,TCP
camac,3545,UDP
symantec-sim,3547,TCP
symantec-sim,3547,UDP
interworld,3548,TCP
interworld,3548,UDP
tellumat-nms,3549,TCP
tellumat-nms,3549,UDP
ssmpp,3550,TCP
ssmpp,3550,UDP
apcupsd,3551,TCP
apcupsd,3551,UDP
taserver,3552,TCP
taserver,3552,UDP
rbr-discovery,3553,TCP
rbr-discovery,3553,UDP
questnotify,3554,TCP
questnotify,3554,UDP
razor,3555,TCP
razor,3555,UDP
sky-transport,3556,TCP
sky-transport,3556,UDP
personalos-001,3557,TCP
personalos-001,3557,UDP
mcp-port,3558,TCP
mcp-port,3558,UDP
cctv-port,3559,TCP
cctv-port,3559,UDP
iniserve-port,3560,TCP
iniserve-port,3560,UDP
bmc-onekey,3561,TCP
bmc-onekey,3561,UDP
sdbproxy,3562,TCP
sdbproxy,3562,UDP
watcomdebug,3563,TCP
watcomdebug,3563,UDP
esimport,3564,TCP
esimport,3564,UDP
m2pa,3565,TCP
,3565,UDP
m2pa,3565,SCTP
quest-data-hub,3566,TCP
,3566,UDP
dof-eps,3567,TCP
dof-eps,3567,UDP
dof-tunnel-sec,3568,TCP
dof-tunnel-sec,3568,UDP
mbg-ctrl,3569,TCP
mbg-ctrl,3569,UDP
mccwebsvr-port,3570,TCP
mccwebsvr-port,3570,UDP
megardsvr-port,3571,TCP
megardsvr-port,3571,UDP
megaregsvrport,3572,TCP
megaregsvrport,3572,UDP
tag-ups-1,3573,TCP
tag-ups-1,3573,UDP
dmaf-server,3574,TCP
dmaf-caster,3574,UDP
ccm-port,3575,TCP
ccm-port,3575,UDP
cmc-port,3576,TCP
cmc-port,3576,UDP
config-port,3577,TCP
config-port,3577,UDP
data-port,3578,TCP
data-port,3578,UDP
ttat3lb,3579,TCP
ttat3lb,3579,UDP
nati-svrloc,3580,TCP
nati-svrloc,3580,UDP
kfxaclicensing,3581,TCP
kfxaclicensing,3581,UDP
press,3582,TCP
press,3582,UDP
canex-watch,3583,TCP
canex-watch,3583,UDP
u-dbap,3584,TCP
u-dbap,3584,UDP
emprise-lls,3585,TCP
emprise-lls,3585,UDP
emprise-lsc,3586,TCP
emprise-lsc,3586,UDP
p2pgroup,3587,TCP
p2pgroup,3587,UDP
sentinel,3588,TCP
sentinel,3588,UDP
isomair,3589,TCP
isomair,3589,UDP
wv-csp-sms,3590,TCP
wv-csp-sms,3590,UDP
gtrack-server,3591,TCP
gtrack-server,3591,UDP
gtrack-ne,3592,TCP
gtrack-ne,3592,UDP
bpmd,3593,TCP
bpmd,3593,UDP
mediaspace,3594,TCP
mediaspace,3594,UDP
shareapp,3595,TCP
shareapp,3595,UDP
iw-mmogame,3596,TCP
iw-mmogame,3596,UDP
a14,3597,TCP
a14,3597,UDP
a15,3598,TCP
a15,3598,UDP
quasar-server,3599,TCP
quasar-server,3599,UDP
trap-daemon,3600,TCP
trap-daemon,3600,UDP
visinet-gui,3601,TCP
visinet-gui,3601,UDP
infiniswitchcl,3602,TCP
infiniswitchcl,3602,UDP
int-rcv-cntrl,3603,TCP
int-rcv-cntrl,3603,UDP
bmc-jmx-port,3604,TCP
bmc-jmx-port,3604,UDP
comcam-io,3605,TCP
comcam-io,3605,UDP
splitlock,3606,TCP
splitlock,3606,UDP
precise-i3,3607,TCP
precise-i3,3607,UDP
trendchip-dcp,3608,TCP
trendchip-dcp,3608,UDP
cpdi-pidas-cm,3609,TCP
cpdi-pidas-cm,3609,UDP
echonet,3610,TCP
echonet,3610,UDP
six-degrees,3611,TCP
six-degrees,3611,UDP
hp-dataprotect,3612,TCP
hp-dataprotect,3612,UDP
alaris-disc,3613,TCP
alaris-disc,3613,UDP
sigma-port,3614,TCP
sigma-port,3614,UDP
start-network,3615,TCP
start-network,3615,UDP
cd3o-protocol,3616,TCP
cd3o-protocol,3616,UDP
sharp-server,3617,TCP
sharp-server,3617,UDP
aairnet-1,3618,TCP
aairnet-1,3618,UDP
aairnet-2,3619,TCP
aairnet-2,3619,UDP
ep-pcp,3620,TCP
ep-pcp,3620,UDP
ep-nsp,3621,TCP
ep-nsp,3621,UDP
ff-lr-port,3622,TCP
ff-lr-port,3622,UDP
haipe-discover,3623,TCP
haipe-discover,3623,UDP
dist-upgrade,3624,TCP
dist-upgrade,3624,UDP
volley,3625,TCP
volley,3625,UDP
bvcdaemon-port,3626,TCP
bvcdaemon-port,3626,UDP
jamserverport,3627,TCP
jamserverport,3627,UDP
ept-machine,3628,TCP
ept-machine,3628,UDP
escvpnet,3629,TCP
escvpnet,3629,UDP
cs-remote-db,3630,TCP
cs-remote-db,3630,UDP
cs-services,3631,TCP
cs-services,3631,UDP
distcc,3632,TCP
distcc,3632,UDP
wacp,3633,TCP
wacp,3633,UDP
hlibmgr,3634,TCP
hlibmgr,3634,UDP
sdo,3635,TCP
sdo,3635,UDP
servistaitsm,3636,TCP
servistaitsm,3636,UDP
scservp,3637,TCP
scservp,3637,UDP
ehp-backup,3638,TCP
ehp-backup,3638,UDP
xap-ha,3639,TCP
xap-ha,3639,UDP
netplay-port1,3640,TCP
netplay-port1,3640,UDP
netplay-port2,3641,TCP
netplay-port2,3641,UDP
juxml-port,3642,TCP
juxml-port,3642,UDP
audiojuggler,3643,TCP
audiojuggler,3643,UDP
ssowatch,3644,TCP
ssowatch,3644,UDP
cyc,3645,TCP
cyc,3645,UDP
xss-srv-port,3646,TCP
xss-srv-port,3646,UDP
splitlock-gw,3647,TCP
splitlock-gw,3647,UDP
fjcp,3648,TCP
fjcp,3648,UDP
nmmp,3649,TCP
nmmp,3649,UDP
prismiq-plugin,3650,TCP
prismiq-plugin,3650,UDP
xrpc-registry,3651,TCP
xrpc-registry,3651,UDP
vxcrnbuport,3652,TCP
vxcrnbuport,3652,UDP
tsp,3653,TCP
tsp,3653,UDP
vaprtm,3654,TCP
vaprtm,3654,UDP
abatemgr,3655,TCP
abatemgr,3655,UDP
abatjss,3656,TCP
abatjss,3656,UDP
immedianet-bcn,3657,TCP
immedianet-bcn,3657,UDP
ps-ams,3658,TCP
ps-ams,3658,UDP
apple-sasl,3659,TCP
apple-sasl,3659,UDP
can-nds-ssl,3660,TCP
can-nds-ssl,3660,UDP
can-ferret-ssl,3661,TCP
can-ferret-ssl,3661,UDP
pserver,3662,TCP
pserver,3662,UDP
dtp,3663,TCP
dtp,3663,UDP
ups-engine,3664,TCP
ups-engine,3664,UDP
ent-engine,3665,TCP
ent-engine,3665,UDP
eserver-pap,3666,TCP
eserver-pap,3666,UDP
infoexch,3667,TCP
infoexch,3667,UDP
dell-rm-port,3668,TCP
dell-rm-port,3668,UDP
casanswmgmt,3669,TCP
casanswmgmt,3669,UDP
smile,3670,TCP
smile,3670,UDP
efcp,3671,TCP
efcp,3671,UDP
lispworks-orb,3672,TCP
lispworks-orb,3672,UDP
mediavault-gui,3673,TCP
mediavault-gui,3673,UDP
wininstall-ipc,3674,TCP
wininstall-ipc,3674,UDP
calltrax,3675,TCP
calltrax,3675,UDP
va-pacbase,3676,TCP
va-pacbase,3676,UDP
roverlog,3677,TCP
roverlog,3677,UDP
ipr-dglt,3678,TCP
ipr-dglt,3678,UDP
Escale (Newton Dock),3679,TCP
Escale (Newton Dock),3679,UDP
npds-tracker,3680,TCP
npds-tracker,3680,UDP
bts-x73,3681,TCP
bts-x73,3681,UDP
cas-mapi,3682,TCP
cas-mapi,3682,UDP
bmc-ea,3683,TCP
bmc-ea,3683,UDP
faxstfx-port,3684,TCP
faxstfx-port,3684,UDP
dsx-agent,3685,TCP
dsx-agent,3685,UDP
tnmpv2,3686,TCP
tnmpv2,3686,UDP
simple-push,3687,TCP
simple-push,3687,UDP
simple-push-s,3688,TCP
simple-push-s,3688,UDP
daap,3689,TCP
daap,3689,UDP
svn,3690,TCP
svn,3690,UDP
magaya-network,3691,TCP
magaya-network,3691,UDP
intelsync,3692,TCP
intelsync,3692,UDP
easl,3693,TCP
,3693,UDP
bmc-data-coll,3695,TCP
bmc-data-coll,3695,UDP
telnetcpcd,3696,TCP
telnetcpcd,3696,UDP
nw-license,3697,TCP
nw-license,3697,UDP
sagectlpanel,3698,TCP
sagectlpanel,3698,UDP
kpn-icw,3699,TCP
kpn-icw,3699,UDP
lrs-paging,3700,TCP
lrs-paging,3700,UDP
netcelera,3701,TCP
netcelera,3701,UDP
ws-discovery,3702,TCP
ws-discovery,3702,UDP
adobeserver-3,3703,TCP
adobeserver-3,3703,UDP
adobeserver-4,3704,TCP
adobeserver-4,3704,UDP
adobeserver-5,3705,TCP
adobeserver-5,3705,UDP
rt-event,3706,TCP
rt-event,3706,UDP
rt-event-s,3707,TCP
rt-event-s,3707,UDP
sun-as-iiops,3708,TCP
sun-as-iiops,3708,UDP
ca-idms,3709,TCP
ca-idms,3709,UDP
portgate-auth,3710,TCP
portgate-auth,3710,UDP
edb-server2,3711,TCP
edb-server2,3711,UDP
sentinel-ent,3712,TCP
sentinel-ent,3712,UDP
tftps,3713,TCP
tftps,3713,UDP
delos-dms,3714,TCP
delos-dms,3714,UDP
anoto-rendezv,3715,TCP
anoto-rendezv,3715,UDP
wv-csp-sms-cir,3716,TCP
wv-csp-sms-cir,3716,UDP
wv-csp-udp-cir,3717,TCP
wv-csp-udp-cir,3717,UDP
opus-services,3718,TCP
opus-services,3718,UDP
itelserverport,3719,TCP
itelserverport,3719,UDP
ufastro-instr,3720,TCP
ufastro-instr,3720,UDP
xsync,3721,TCP
xsync,3721,UDP
xserveraid,3722,TCP
xserveraid,3722,UDP
sychrond,3723,TCP
sychrond,3723,UDP
blizwow,3724,TCP
blizwow,3724,UDP
na-er-tip,3725,TCP
na-er-tip,3725,UDP
array-manager,3726,TCP
array-manager,3726,UDP
e-mdu,3727,TCP
e-mdu,3727,UDP
e-woa,3728,TCP
e-woa,3728,UDP
fksp-audit,3729,TCP
fksp-audit,3729,UDP
client-ctrl,3730,TCP
client-ctrl,3730,UDP
smap,3731,TCP
smap,3731,UDP
m-wnn,3732,TCP
m-wnn,3732,UDP
multip-msg,3733,TCP
multip-msg,3733,UDP
synel-data,3734,TCP
synel-data,3734,UDP
pwdis,3735,TCP
pwdis,3735,UDP
rs-rmi,3736,TCP
rs-rmi,3736,UDP
xpanel,3737,TCP
,3737,UDP
versatalk,3738,TCP
versatalk,3738,UDP
launchbird-lm,3739,TCP
launchbird-lm,3739,UDP
heartbeat,3740,TCP
heartbeat,3740,UDP
wysdma,3741,TCP
wysdma,3741,UDP
cst-port,3742,TCP
cst-port,3742,UDP
ipcs-command,3743,TCP
ipcs-command,3743,UDP
sasg,3744,TCP
sasg,3744,UDP
gw-call-port,3745,TCP
gw-call-port,3745,UDP
linktest,3746,TCP
linktest,3746,UDP
linktest-s,3747,TCP
linktest-s,3747,UDP
webdata,3748,TCP
webdata,3748,UDP
cimtrak,3749,TCP
cimtrak,3749,UDP
cbos-ip-port,3750,TCP
cbos-ip-port,3750,UDP
gprs-cube,3751,TCP
gprs-cube,3751,UDP
vipremoteagent,3752,TCP
vipremoteagent,3752,UDP
nattyserver,3753,TCP
nattyserver,3753,UDP
timestenbroker,3754,TCP
timestenbroker,3754,UDP
sas-remote-hlp,3755,TCP
sas-remote-hlp,3755,UDP
canon-capt,3756,TCP
canon-capt,3756,UDP
grf-port,3757,TCP
grf-port,3757,UDP
apw-registry,3758,TCP
apw-registry,3758,UDP
exapt-lmgr,3759,TCP
exapt-lmgr,3759,UDP
adtempusclient,3760,TCP
adtempusclient,3760,UDP
gsakmp,3761,TCP
gsakmp,3761,UDP
gbs-smp,3762,TCP
gbs-smp,3762,UDP
xo-wave,3763,TCP
xo-wave,3763,UDP
mni-prot-rout,3764,TCP
mni-prot-rout,3764,UDP
rtraceroute,3765,TCP
rtraceroute,3765,UDP
sitewatch-s,3766,TCP
,3766,UDP
listmgr-port,3767,TCP
listmgr-port,3767,UDP
rblcheckd,3768,TCP
rblcheckd,3768,UDP
haipe-otnk,3769,TCP
haipe-otnk,3769,UDP
cindycollab,3770,TCP
cindycollab,3770,UDP
paging-port,3771,TCP
paging-port,3771,UDP
ctp,3772,TCP
ctp,3772,UDP
ctdhercules,3773,TCP
ctdhercules,3773,UDP
zicom,3774,TCP
zicom,3774,UDP
ispmmgr,3775,TCP
ispmmgr,3775,UDP
dvcprov-port,3776,TCP
dvcprov-port,3776,UDP
jibe-eb,3777,TCP
jibe-eb,3777,UDP
c-h-it-port,3778,TCP
c-h-it-port,3778,UDP
cognima,3779,TCP
cognima,3779,UDP
nnp,3780,TCP
nnp,3780,UDP
abcvoice-port,3781,TCP
abcvoice-port,3781,UDP
iso-tp0s,3782,TCP
iso-tp0s,3782,UDP
bim-pem,3783,TCP
bim-pem,3783,UDP
bfd-control,3784,TCP
bfd-control,3784,UDP
bfd-echo,3785,TCP
bfd-echo,3785,UDP
upstriggervsw,3786,TCP
upstriggervsw,3786,UDP
fintrx,3787,TCP
fintrx,3787,UDP
isrp-port,3788,TCP
isrp-port,3788,UDP
remotedeploy,3789,TCP
remotedeploy,3789,UDP
quickbooksrds,3790,TCP
quickbooksrds,3790,UDP
tvnetworkvideo,3791,TCP
tvnetworkvideo,3791,UDP
sitewatch,3792,TCP
sitewatch,3792,UDP
dcsoftware,3793,TCP
dcsoftware,3793,UDP
jaus,3794,TCP
jaus,3794,UDP
myblast,3795,TCP
myblast,3795,UDP
spw-dialer,3796,TCP
spw-dialer,3796,UDP
idps,3797,TCP
idps,3797,UDP
minilock,3798,TCP
minilock,3798,UDP
radius-dynauth,3799,TCP
radius-dynauth,3799,UDP
pwgpsi,3800,TCP
pwgpsi,3800,UDP
ibm-mgr,3801,TCP
ibm-mgr,3801,UDP
vhd,3802,TCP
vhd,3802,UDP
soniqsync,3803,TCP
soniqsync,3803,UDP
iqnet-port,3804,TCP
iqnet-port,3804,UDP
tcpdataserver,3805,TCP
tcpdataserver,3805,UDP
wsmlb,3806,TCP
wsmlb,3806,UDP
spugna,3807,TCP
spugna,3807,UDP
sun-as-iiops-ca,3808,TCP
sun-as-iiops-ca,3808,UDP
apocd,3809,TCP
apocd,3809,UDP
wlanauth,3810,TCP
wlanauth,3810,UDP
amp,3811,TCP
amp,3811,UDP
neto-wol-server,3812,TCP
neto-wol-server,3812,UDP
rap-ip,3813,TCP
rap-ip,3813,UDP
neto-dcs,3814,TCP
neto-dcs,3814,UDP
lansurveyorxml,3815,TCP
lansurveyorxml,3815,UDP
sunlps-http,3816,TCP
sunlps-http,3816,UDP
tapeware,3817,TCP
tapeware,3817,UDP
crinis-hb,3818,TCP
crinis-hb,3818,UDP
epl-slp,3819,TCP
epl-slp,3819,UDP
scp,3820,TCP
scp,3820,UDP
pmcp,3821,TCP
pmcp,3821,UDP
acp-discovery,3822,TCP
acp-discovery,3822,UDP
acp-conduit,3823,TCP
acp-conduit,3823,UDP
acp-policy,3824,TCP
acp-policy,3824,UDP
ffserver,3825,TCP
ffserver,3825,UDP
warmux,3826,TCP
warmux,3826,UDP
netmpi,3827,TCP
netmpi,3827,UDP
neteh,3828,TCP
neteh,3828,UDP
neteh-ext,3829,TCP
neteh-ext,3829,UDP
cernsysmgmtagt,3830,TCP
cernsysmgmtagt,3830,UDP
dvapps,3831,TCP
dvapps,3831,UDP
xxnetserver,3832,TCP
xxnetserver,3832,UDP
aipn-auth,3833,TCP
aipn-auth,3833,UDP
spectardata,3834,TCP
spectardata,3834,UDP
spectardb,3835,TCP
spectardb,3835,UDP
markem-dcp,3836,TCP
markem-dcp,3836,UDP
mkm-discovery,3837,TCP
mkm-discovery,3837,UDP
sos,3838,TCP
sos,3838,UDP
amx-rms,3839,TCP
amx-rms,3839,UDP
flirtmitmir,3840,TCP
flirtmitmir,3840,UDP
shiprush-db-svr,3841,TCP
,3841,UDP
nhci,3842,TCP
nhci,3842,UDP
quest-agent,3843,TCP
quest-agent,3843,UDP
rnm,3844,TCP
rnm,3844,UDP
v-one-spp,3845,TCP
v-one-spp,3845,UDP
an-pcp,3846,TCP
an-pcp,3846,UDP
msfw-control,3847,TCP
msfw-control,3847,UDP
item,3848,TCP
item,3848,UDP
spw-dnspreload,3849,TCP
spw-dnspreload,3849,UDP
qtms-bootstrap,3850,TCP
qtms-bootstrap,3850,UDP
spectraport,3851,TCP
spectraport,3851,UDP
sse-app-config,3852,TCP
sse-app-config,3852,UDP
sscan,3853,TCP
sscan,3853,UDP
stryker-com,3854,TCP
stryker-com,3854,UDP
opentrac,3855,TCP
opentrac,3855,UDP
informer,3856,TCP
informer,3856,UDP
trap-port,3857,TCP
trap-port,3857,UDP
trap-port-mom,3858,TCP
trap-port-mom,3858,UDP
nav-port,3859,TCP
nav-port,3859,UDP
sasp,3860,TCP
sasp,3860,UDP
winshadow-hd,3861,TCP
winshadow-hd,3861,UDP
giga-pocket,3862,TCP
giga-pocket,3862,UDP
asap-tcp,3863,TCP
asap-udp,3863,UDP
asap-sctp,3863,SCTP
asap-tcp-tls,3864,TCP
,3864,UDP
asap-sctp-tls,3864,SCTP
xpl,3865,TCP
xpl,3865,UDP
dzdaemon,3866,TCP
dzdaemon,3866,UDP
dzoglserver,3867,TCP
dzoglserver,3867,UDP
diameter,3868,TCP
,3868,UDP
diameter,3868,SCTP
ovsam-mgmt,3869,TCP
ovsam-mgmt,3869,UDP
ovsam-d-agent,3870,TCP
ovsam-d-agent,3870,UDP
avocent-adsap,3871,TCP
avocent-adsap,3871,UDP
oem-agent,3872,TCP
oem-agent,3872,UDP
fagordnc,3873,TCP
fagordnc,3873,UDP
sixxsconfig,3874,TCP
sixxsconfig,3874,UDP
pnbscada,3875,TCP
pnbscada,3875,UDP
dl-agent,3876,TCP
dl_agent,3876,TCP
dl-agent,3876,UDP
dl_agent,3876,UDP
xmpcr-interface,3877,TCP
xmpcr-interface,3877,UDP
fotogcad,3878,TCP
fotogcad,3878,UDP
appss-lm,3879,TCP
appss-lm,3879,UDP
igrs,3880,TCP
igrs,3880,UDP
idac,3881,TCP
idac,3881,UDP
msdts1,3882,TCP
msdts1,3882,UDP
vrpn,3883,TCP
vrpn,3883,UDP
softrack-meter,3884,TCP
softrack-meter,3884,UDP
topflow-ssl,3885,TCP
topflow-ssl,3885,UDP
nei-management,3886,TCP
nei-management,3886,UDP
ciphire-data,3887,TCP
ciphire-data,3887,UDP
ciphire-serv,3888,TCP
ciphire-serv,3888,UDP
dandv-tester,3889,TCP
dandv-tester,3889,UDP
ndsconnect,3890,TCP
ndsconnect,3890,UDP
rtc-pm-port,3891,TCP
rtc-pm-port,3891,UDP
pcc-image-port,3892,TCP
pcc-image-port,3892,UDP
cgi-starapi,3893,TCP
cgi-starapi,3893,UDP
syam-agent,3894,TCP
syam-agent,3894,UDP
syam-smc,3895,TCP
syam-smc,3895,UDP
sdo-tls,3896,TCP
sdo-tls,3896,UDP
sdo-ssh,3897,TCP
sdo-ssh,3897,UDP
senip,3898,TCP
senip,3898,UDP
itv-control,3899,TCP
itv-control,3899,UDP
udt-os,3900,TCP
udt_os,3900,TCP
udt-os,3900,UDP
udt_os,3900,UDP
nimsh,3901,TCP
nimsh,3901,UDP
nimaux,3902,TCP
nimaux,3902,UDP
charsetmgr,3903,TCP
charsetmgr,3903,UDP
omnilink-port,3904,TCP
omnilink-port,3904,UDP
mupdate,3905,TCP
mupdate,3905,UDP
topovista-data,3906,TCP
topovista-data,3906,UDP
imoguia-port,3907,TCP
imoguia-port,3907,UDP
hppronetman,3908,TCP
hppronetman,3908,UDP
surfcontrolcpa,3909,TCP
surfcontrolcpa,3909,UDP
prnrequest,3910,TCP
prnrequest,3910,UDP
prnstatus,3911,TCP
prnstatus,3911,UDP
gbmt-stars,3912,TCP
gbmt-stars,3912,UDP
listcrt-port,3913,TCP
listcrt-port,3913,UDP
listcrt-port-2,3914,TCP
listcrt-port-2,3914,UDP
agcat,3915,TCP
agcat,3915,UDP
wysdmc,3916,TCP
wysdmc,3916,UDP
aftmux,3917,TCP
aftmux,3917,UDP
pktcablemmcops,3918,TCP
pktcablemmcops,3918,UDP
hyperip,3919,TCP
hyperip,3919,UDP
exasoftport1,3920,TCP
exasoftport1,3920,UDP
herodotus-net,3921,TCP
herodotus-net,3921,UDP
sor-update,3922,TCP
sor-update,3922,UDP
symb-sb-port,3923,TCP
symb-sb-port,3923,UDP
mpl-gprs-port,3924,TCP
mpl-gprs-port,3924,UDP
zmp,3925,TCP
zmp,3925,UDP
winport,3926,TCP
winport,3926,UDP
natdataservice,3927,TCP
natdataservice,3927,UDP
netboot-pxe,3928,TCP
netboot-pxe,3928,UDP
smauth-port,3929,TCP
smauth-port,3929,UDP
syam-webserver,3930,TCP
syam-webserver,3930,UDP
msr-plugin-port,3931,TCP
msr-plugin-port,3931,UDP
dyn-site,3932,TCP
dyn-site,3932,UDP
plbserve-port,3933,TCP
plbserve-port,3933,UDP
sunfm-port,3934,TCP
sunfm-port,3934,UDP
sdp-portmapper,3935,TCP
sdp-portmapper,3935,UDP
mailprox,3936,TCP
mailprox,3936,UDP
dvbservdsc,3937,TCP
dvbservdsc,3937,UDP
dbcontrol-agent,3938,TCP
dbcontrol_agent,3938,TCP
dbcontrol-agent,3938,UDP
dbcontrol_agent,3938,UDP
aamp,3939,TCP
aamp,3939,UDP
xecp-node,3940,TCP
xecp-node,3940,UDP
homeportal-web,3941,TCP
homeportal-web,3941,UDP
srdp,3942,TCP
srdp,3942,UDP
tig,3943,TCP
tig,3943,UDP
sops,3944,TCP
sops,3944,UDP
emcads,3945,TCP
emcads,3945,UDP
backupedge,3946,TCP
backupedge,3946,UDP
ccp,3947,TCP
ccp,3947,UDP
apdap,3948,TCP
apdap,3948,UDP
drip,3949,TCP
drip,3949,UDP
namemunge,3950,TCP
namemunge,3950,UDP
pwgippfax,3951,TCP
pwgippfax,3951,UDP
i3-sessionmgr,3952,TCP
i3-sessionmgr,3952,UDP
xmlink-connect,3953,TCP
xmlink-connect,3953,UDP
adrep,3954,TCP
adrep,3954,UDP
p2pcommunity,3955,TCP
p2pcommunity,3955,UDP
gvcp,3956,TCP
gvcp,3956,UDP
mqe-broker,3957,TCP
mqe-broker,3957,UDP
mqe-agent,3958,TCP
mqe-agent,3958,UDP
treehopper,3959,TCP
treehopper,3959,UDP
bess,3960,TCP
bess,3960,UDP
proaxess,3961,TCP
proaxess,3961,UDP
sbi-agent,3962,TCP
sbi-agent,3962,UDP
thrp,3963,TCP
thrp,3963,UDP
sasggprs,3964,TCP
sasggprs,3964,UDP
ati-ip-to-ncpe,3965,TCP
ati-ip-to-ncpe,3965,UDP
bflckmgr,3966,TCP
bflckmgr,3966,UDP
ppsms,3967,TCP
ppsms,3967,UDP
ianywhere-dbns,3968,TCP
ianywhere-dbns,3968,UDP
landmarks,3969,TCP
landmarks,3969,UDP
lanrevagent,3970,TCP
lanrevagent,3970,UDP
lanrevserver,3971,TCP
lanrevserver,3971,UDP
iconp,3972,TCP
iconp,3972,UDP
progistics,3973,TCP
progistics,3973,UDP
citysearch,3974,TCP
citysearch,3974,UDP
airshot,3975,TCP
airshot,3975,UDP
opswagent,3976,TCP
opswagent,3976,UDP
opswmanager,3977,TCP
opswmanager,3977,UDP
secure-cfg-svr,3978,TCP
secure-cfg-svr,3978,UDP
smwan,3979,TCP
smwan,3979,UDP
acms,3980,TCP
acms,3980,UDP
starfish,3981,TCP
starfish,3981,UDP
eis,3982,TCP
eis,3982,UDP
eisp,3983,TCP
eisp,3983,UDP
mapper-nodemgr,3984,TCP
mapper-nodemgr,3984,UDP
mapper-mapethd,3985,TCP
mapper-mapethd,3985,UDP
mapper-ws-ethd,3986,TCP
mapper-ws_ethd,3986,TCP
mapper-ws-ethd,3986,UDP
mapper-ws_ethd,3986,UDP
centerline,3987,TCP
centerline,3987,UDP
dcs-config,3988,TCP
dcs-config,3988,UDP
bv-queryengine,3989,TCP
bv-queryengine,3989,UDP
bv-is,3990,TCP
bv-is,3990,UDP
bv-smcsrv,3991,TCP
bv-smcsrv,3991,UDP
bv-ds,3992,TCP
bv-ds,3992,UDP
bv-agent,3993,TCP
bv-agent,3993,UDP
iss-mgmt-ssl,3995,TCP
iss-mgmt-ssl,3995,UDP
abcsoftware,3996,TCP
abcsoftware,3996,UDP
agentsease-db,3997,TCP
agentsease-db,3997,UDP
dnx,3998,TCP
dnx,3998,UDP
nvcnet,3999,TCP
nvcnet,3999,UDP
terabase,4000,TCP
terabase,4000,UDP
newoak,4001,TCP
newoak,4001,UDP
pxc-spvr-ft,4002,TCP
pxc-spvr-ft,4002,UDP
pxc-splr-ft,4003,TCP
pxc-splr-ft,4003,UDP
pxc-roid,4004,TCP
pxc-roid,4004,UDP
pxc-pin,4005,TCP
pxc-pin,4005,UDP
pxc-spvr,4006,TCP
pxc-spvr,4006,UDP
pxc-splr,4007,TCP
pxc-splr,4007,UDP
netcheque,4008,TCP
netcheque,4008,UDP
chimera-hwm,4009,TCP
chimera-hwm,4009,UDP
samsung-unidex,4010,TCP
samsung-unidex,4010,UDP
altserviceboot,4011,TCP
altserviceboot,4011,UDP
pda-gate,4012,TCP
pda-gate,4012,UDP
acl-manager,4013,TCP
acl-manager,4013,UDP
taiclock,4014,TCP
taiclock,4014,UDP
talarian-mcast1,4015,TCP
talarian-mcast1,4015,UDP
talarian-mcast2,4016,TCP
talarian-mcast2,4016,UDP
talarian-mcast3,4017,TCP
talarian-mcast3,4017,UDP
talarian-mcast4,4018,TCP
talarian-mcast4,4018,UDP
talarian-mcast5,4019,TCP
talarian-mcast5,4019,UDP
trap,4020,TCP
trap,4020,UDP
nexus-portal,4021,TCP
nexus-portal,4021,UDP
dnox,4022,TCP
dnox,4022,UDP
esnm-zoning,4023,TCP
esnm-zoning,4023,UDP
tnp1-port,4024,TCP
tnp1-port,4024,UDP
partimage,4025,TCP
partimage,4025,UDP
as-debug,4026,TCP
as-debug,4026,UDP
bxp,4027,TCP
bxp,4027,UDP
dtserver-port,4028,TCP
dtserver-port,4028,UDP
ip-qsig,4029,TCP
ip-qsig,4029,UDP
jdmn-port,4030,TCP
jdmn-port,4030,UDP
suucp,4031,TCP
